,user_id,item_id,rating
239,u3,i40,0.85
240,u3,i41,0.0
241,u3,i42,0.75
242,u3,i43,0.85
243,u3,i44,0.25
244,u3,i45,0.0
245,u3,i46,0.0
246,u3,i47,0.0
247,u3,i48,0.0
248,u3,i49,0.0
249,u3,i50,0.85
250,u3,i51,0.25
251,u3,i52,0.9
252,u3,i53,0.0
253,u3,i54,0.0
254,u3,i55,0.0
255,u3,i56,0.3
256,u3,i57,0.5
257,u3,i58,0.0
258,u3,i59,0.0
259,u3,i60,0.0
260,u3,i61,0.0
261,u3,i62,0.1
262,u3,i63,0.9
263,u3,i64,1.0
264,u3,i65,0.0
265,u3,i66,0.0
266,u3,i67,0.1
267,u3,i68,0.5
268,u3,i69,0.25
269,u3,i70,0.0
270,u3,i71,0.0
271,u3,i72,0.0
272,u3,i73,0.0
273,u3,i74,0.1
274,u3,i75,0.0
275,u3,i76,0.1
276,u3,i77,0.0
277,u3,i78,0.0
278,u3,i79,0.0
279,u3,i80,0.0
280,u3,i81,0.35
281,u3,i82,0.0
282,u3,i83,0.75
283,u3,i84,0.5
284,u3,i85,0.0
285,u3,i86,0.0
286,u3,i87,0.0
287,u3,i88,0.5
288,u3,i89,1.0
289,u3,i90,0.5
290,u3,i91,0.0
291,u3,i92,0.0
292,u3,i93,0.35
293,u3,i94,0.75
294,u3,i95,0.0
295,u3,i96,0.5
296,u3,i97,0.0
297,u3,i98,0.0
298,u3,i99,0.5
299,u3,i100,0.0
300,u4,i1,0.0
301,u4,i2,0.85
302,u4,i3,0.0
303,u4,i4,0.35
304,u4,i5,0.0
305,u4,i6,0.0
306,u4,i7,0.0
307,u4,i8,0.85
308,u4,i9,0.0
309,u4,i10,0.5
310,u4,i11,0.0
311,u4,i12,0.0
312,u4,i13,0.75
313,u4,i14,0.0
314,u4,i15,0.0
315,u4,i16,0.9
316,u4,i17,0.9
317,u4,i18,0.85
318,u4,i19,0.1
319,u4,i20,0.1
320,u4,i21,0.0
321,u4,i22,0.0
322,u4,i23,0.5
323,u4,i24,0.0
324,u4,i25,0.0
325,u4,i26,0.0
326,u4,i27,0.0
327,u4,i28,1.0
328,u4,i29,0.1
329,u4,i30,0.0
330,u4,i31,0.0
331,u4,i32,0.0
332,u4,i33,0.0
333,u4,i34,0.3
334,u4,i35,0.0
335,u4,i36,0.85
336,u4,i37,0.0
337,u4,i38,1.0
338,u4,i39,0.1
339,u4,i40,0.3
340,u4,i41,0.0
341,u4,i42,0.0
342,u4,i43,0.0
343,u4,i44,0.0
344,u4,i45,0.0
345,u4,i46,0.0
346,u4,i47,0.0
347,u4,i48,0.0
348,u4,i49,0.75
349,u4,i50,0.0
350,u4,i51,0.85
351,u4,i52,0.1
352,u4,i53,0.0
353,u4,i54,0.0
354,u4,i55,0.35
355,u4,i56,0.0
356,u4,i57,0.1
357,u4,i58,0.3
358,u4,i59,0.0
359,u4,i60,0.0
360,u4,i61,0.5
361,u4,i62,0.5
362,u4,i63,0.0
363,u4,i64,0.0
364,u4,i65,0.25
365,u4,i66,0.0
366,u4,i67,0.75
367,u4,i68,0.25
368,u4,i69,0.3
369,u4,i70,0.0
370,u4,i71,0.35
371,u4,i72,0.85
372,u4,i73,0.1
373,u4,i74,0.0
374,u4,i75,0.1
375,u4,i76,1.0
376,u4,i77,0.1
377,u4,i78,0.5
378,u4,i79,1.0
379,u4,i80,0.0
380,u4,i81,0.75
381,u4,i82,1.0
382,u4,i83,0.9
383,u4,i84,1.0
384,u4,i85,0.0
385,u4,i86,1.0
386,u4,i87,0.0
387,u4,i88,0.0
388,u4,i89,0.0
389,u4,i90,0.1
390,u4,i91,0.35
391,u4,i92,0.85
392,u4,i93,0.5
393,u4,i94,0.0
394,u4,i95,0.85
395,u4,i96,0.0
396,u4,i97,0.0
397,u4,i98,0.0
398,u4,i99,1.0
399,u4,i100,0.0
400,u5,i1,0.0
401,u5,i2,0.0
402,u5,i3,0.0
403,u5,i4,0.0
404,u5,i5,0.0
405,u5,i6,0.0
406,u5,i7,0.9
407,u5,i8,1.0
408,u5,i9,0.35
409,u5,i10,0.0
410,u5,i11,0.0
411,u5,i12,0.0
412,u5,i13,0.3
413,u5,i14,0.0
414,u5,i15,0.35
415,u5,i16,0.0
416,u5,i17,0.0
417,u5,i18,0.0
418,u5,i19,0.3
419,u5,i20,0.0
420,u5,i21,0.1
421,u5,i22,0.9
422,u5,i23,0.0
423,u5,i24,0.3
424,u5,i25,0.25
425,u5,i26,0.9
426,u5,i27,0.5
427,u5,i28,0.1
428,u5,i29,0.0
429,u5,i30,0.0
430,u5,i31,1.0
431,u5,i32,0.0
432,u5,i33,0.0
433,u5,i34,0.0
434,u5,i35,0.0
435,u5,i36,1.0
436,u5,i37,0.0
437,u5,i38,0.0
438,u5,i39,0.1
439,u5,i40,0.0
440,u5,i41,0.0
441,u5,i42,0.0
442,u5,i43,0.0
443,u5,i44,0.85
444,u5,i45,0.0
445,u5,i46,0.3
446,u5,i47,0.25
447,u5,i48,0.0
448,u5,i49,0.0
449,u5,i50,1.0
450,u5,i51,0.0
451,u5,i52,0.0
452,u5,i53,0.0
453,u5,i54,0.0
454,u5,i55,0.85
455,u5,i56,0.0
456,u5,i57,0.0
457,u5,i58,0.0
458,u5,i59,0.0
459,u5,i60,0.75
460,u5,i61,0.9
461,u5,i62,1.0
462,u5,i63,0.0
463,u5,i64,0.25
464,u5,i65,0.0
465,u5,i66,0.1
466,u5,i67,0.0
467,u5,i68,0.0
468,u5,i69,0.85
469,u5,i70,0.0
470,u5,i71,0.25
471,u5,i72,0.1
472,u5,i73,0.0
473,u5,i74,0.3
474,u5,i75,0.0
475,u5,i76,1.0
476,u5,i77,0.0
477,u5,i78,0.0
478,u5,i79,0.5
479,u5,i80,0.1
480,u5,i81,0.0
481,u5,i82,0.0
482,u5,i83,0.1
483,u5,i84,0.5
484,u5,i85,0.0
485,u5,i86,0.35
486,u5,i87,0.0
487,u5,i88,0.75
488,u5,i89,0.5
489,u5,i90,0.5
490,u5,i91,0.0
491,u5,i92,0.0
492,u5,i93,0.0
493,u5,i94,0.1
494,u5,i95,0.9
495,u5,i96,0.3
496,u5,i97,0.0
497,u5,i98,0.0
498,u5,i99,0.0
499,u5,i100,0.0
500,u6,i1,0.3
501,u6,i2,0.9
502,u6,i3,0.75
503,u6,i4,0.3
504,u6,i5,0.0
505,u6,i6,0.75
506,u6,i7,0.0
507,u6,i8,0.35
508,u6,i9,0.0
509,u6,i10,0.0
510,u6,i11,0.75
511,u6,i12,0.0
512,u6,i13,0.0
513,u6,i14,0.75
514,u6,i15,0.1
515,u6,i16,0.0
516,u6,i17,0.35
517,u6,i18,0.0
518,u6,i19,0.0
519,u6,i20,0.9
520,u6,i21,0.0
521,u6,i22,0.0
522,u6,i23,0.0
523,u6,i24,0.0
524,u6,i25,0.0
525,u6,i26,0.9
526,u6,i27,0.5
527,u6,i28,0.1
528,u6,i29,0.0
529,u6,i30,0.0
530,u6,i31,0.0
531,u6,i32,0.85
532,u6,i33,0.0
533,u6,i34,0.0
534,u6,i35,0.9
535,u6,i36,0.0
536,u6,i37,0.0
537,u6,i38,0.0
538,u6,i39,0.0
539,u6,i40,0.0
540,u6,i41,0.1
541,u6,i42,0.0
542,u6,i43,0.85
543,u6,i44,0.0
544,u6,i45,0.3
545,u6,i46,0.1
546,u6,i47,1.0
547,u6,i48,0.0
548,u6,i49,0.3
549,u6,i50,0.0
550,u6,i51,0.9
551,u6,i52,0.0
552,u6,i53,0.0
553,u6,i54,0.5
554,u6,i55,0.0
555,u6,i56,0.25
556,u6,i57,0.1
557,u6,i58,0.25
558,u6,i59,0.85
559,u6,i60,0.0
560,u6,i61,0.0
561,u6,i62,0.0
562,u6,i63,0.25
563,u6,i64,0.0
564,u6,i65,0.0
565,u6,i66,0.0
566,u6,i67,0.0
567,u6,i68,0.0
568,u6,i69,0.5
569,u6,i70,0.3
570,u6,i71,0.5
571,u6,i72,0.0
572,u6,i73,0.0
573,u6,i74,0.0
574,u6,i75,0.0
575,u6,i76,0.75
576,u6,i77,0.9
577,u6,i78,0.0
578,u6,i79,0.25
579,u6,i80,0.3
580,u6,i81,0.3
581,u6,i82,0.0
582,u6,i83,0.35
583,u6,i84,0.0
584,u6,i85,0.0
585,u6,i86,1.0
586,u6,i87,1.0
587,u6,i88,0.35
588,u6,i89,0.0
589,u6,i90,0.0
590,u6,i91,0.0
591,u6,i92,0.0
592,u6,i93,0.9
593,u6,i94,0.0
594,u6,i95,0.0
595,u6,i96,0.0
596,u6,i97,0.0
597,u6,i98,0.0
598,u6,i99,0.1
599,u6,i100,0.0
600,u7,i1,0.0
601,u7,i2,0.0
602,u7,i3,0.1
603,u7,i4,1.0
604,u7,i5,0.25
605,u7,i6,0.0
606,u7,i7,0.0
607,u7,i8,0.0
608,u7,i9,1.0
609,u7,i10,0.1
610,u7,i11,0.0
611,u7,i12,0.0
612,u7,i13,0.0
613,u7,i14,0.9
614,u7,i15,0.0
615,u7,i16,0.75
616,u7,i17,0.5
617,u7,i18,0.0
618,u7,i19,0.0
619,u7,i20,0.85
620,u7,i21,0.75
621,u7,i22,0.1
622,u7,i23,1.0
623,u7,i24,0.3
624,u7,i25,0.0
625,u7,i26,0.0
626,u7,i27,0.0
627,u7,i28,0.9
628,u7,i29,0.0
629,u7,i30,0.0
630,u7,i31,1.0
631,u7,i32,0.0
632,u7,i33,0.5
633,u7,i34,0.0
634,u7,i35,0.9
635,u7,i36,0.0
636,u7,i37,0.35
637,u7,i38,0.5
638,u7,i39,0.0
639,u7,i40,0.85
640,u7,i41,0.0
641,u7,i42,0.85
642,u7,i43,0.0
643,u7,i44,0.9
644,u7,i45,0.0
645,u7,i46,0.0
646,u7,i47,0.0
647,u7,i48,0.0
648,u7,i49,0.3
649,u7,i50,0.35
650,u7,i51,0.25
651,u7,i52,0.25
652,u7,i53,0.75
653,u7,i54,0.0
654,u7,i55,0.3
655,u7,i56,0.0
656,u7,i57,0.0
657,u7,i58,0.0
658,u7,i59,0.25
659,u7,i60,0.0
660,u7,i61,0.3
661,u7,i62,0.0
662,u7,i63,0.35
663,u7,i64,0.9
664,u7,i65,0.0
665,u7,i66,0.35
666,u7,i67,0.0
667,u7,i68,0.85
668,u7,i69,0.5
669,u7,i70,0.1
670,u7,i71,0.0
671,u7,i72,0.0
672,u7,i73,0.0
673,u7,i74,0.3
674,u7,i75,0.0
675,u7,i76,0.9
676,u7,i77,0.0
677,u7,i78,0.9
678,u7,i79,0.0
679,u7,i80,0.0
680,u7,i81,0.0
681,u7,i82,0.3
682,u7,i83,0.9
683,u7,i84,0.85
684,u7,i85,0.0
685,u7,i86,0.25
686,u7,i87,0.0
687,u7,i88,0.0
688,u7,i89,0.0
689,u7,i90,0.75
690,u7,i91,0.0
691,u7,i92,0.9
692,u7,i93,0.0
693,u7,i94,0.0
694,u7,i95,0.85
695,u7,i96,0.0
696,u7,i97,1.0
697,u7,i98,0.85
698,u7,i99,0.0
699,u7,i100,0.1
700,u8,i1,0.5
701,u8,i2,0.0
702,u8,i3,0.1
703,u8,i4,0.5
704,u8,i5,0.25
705,u8,i6,0.3
706,u8,i7,0.75
707,u8,i8,0.0
708,u8,i9,0.1
709,u8,i10,0.0
710,u8,i11,0.0
711,u8,i12,0.75
712,u8,i13,0.85
713,u8,i14,0.1
714,u8,i15,0.0
715,u8,i16,0.0
716,u8,i17,0.0
717,u8,i18,0.1
718,u8,i19,0.0
719,u8,i20,0.0
720,u8,i21,0.35
721,u8,i22,0.0
722,u8,i23,0.0
723,u8,i24,0.0
724,u8,i25,0.0
725,u8,i26,0.0
726,u8,i27,0.0
727,u8,i28,0.0
728,u8,i29,0.0
729,u8,i30,0.1
730,u8,i31,0.35
731,u8,i32,0.85
732,u8,i33,0.3
733,u8,i34,0.0
734,u8,i35,0.0
735,u8,i36,0.25
736,u8,i37,0.0
737,u8,i38,0.5
738,u8,i39,0.5
739,u8,i40,0.0
740,u8,i41,0.0
741,u8,i42,0.0
742,u8,i43,0.3
743,u8,i44,0.0
744,u8,i45,0.0
745,u8,i46,0.0
746,u8,i47,0.5
747,u8,i48,0.0
748,u8,i49,0.0
749,u8,i50,0.3
750,u8,i51,0.85
751,u8,i52,0.0
752,u8,i53,1.0
753,u8,i54,0.0
754,u8,i55,0.85
755,u8,i56,0.0
756,u8,i57,0.1
757,u8,i58,0.0
758,u8,i59,0.3
759,u8,i60,1.0
760,u8,i61,1.0
761,u8,i62,0.0
762,u8,i63,0.0
763,u8,i64,0.25
764,u8,i65,0.0
765,u8,i66,0.5
766,u8,i67,0.0
767,u8,i68,0.0
768,u8,i69,0.5
769,u8,i70,0.0
770,u8,i71,0.0
771,u8,i72,0.0
772,u8,i73,0.0
773,u8,i74,0.0
774,u8,i75,0.5
775,u8,i76,0.0
776,u8,i77,0.0
777,u8,i78,0.25
778,u8,i79,0.0
779,u8,i80,0.0
780,u8,i81,0.0
781,u8,i82,0.0
782,u8,i83,0.0
783,u8,i84,0.0
784,u8,i85,0.5
785,u8,i86,0.5
786,u8,i87,0.1
787,u8,i88,0.0
788,u8,i89,0.0
789,u8,i90,0.5
790,u8,i91,0.1
791,u8,i92,0.0
792,u8,i93,0.75
793,u8,i94,0.0
794,u8,i95,0.9
795,u8,i96,0.0
796,u8,i97,0.0
797,u8,i98,0.5
798,u8,i99,0.0
799,u8,i100,0.5
800,u9,i1,0.0
801,u9,i2,0.1
802,u9,i3,0.25
803,u9,i4,0.0
804,u9,i5,0.0
805,u9,i6,0.0
806,u9,i7,0.0
807,u9,i8,0.0
808,u9,i9,0.0
809,u9,i10,0.9
810,u9,i11,0.0
811,u9,i12,0.35
812,u9,i13,0.85
813,u9,i14,0.0
814,u9,i15,0.0
815,u9,i16,0.25
816,u9,i17,0.75
817,u9,i18,0.5
818,u9,i19,0.25
819,u9,i20,0.0
820,u9,i21,0.0
821,u9,i22,0.0
822,u9,i23,0.0
823,u9,i24,0.0
824,u9,i25,0.0
825,u9,i26,0.0
826,u9,i27,0.5
827,u9,i28,0.0
828,u9,i29,0.0
829,u9,i30,0.35
830,u9,i31,0.35
831,u9,i32,0.5
832,u9,i33,0.9
833,u9,i34,0.3
834,u9,i35,0.0
835,u9,i36,0.0
836,u9,i37,0.5
837,u9,i38,0.3
838,u9,i39,0.1
839,u9,i40,0.0
840,u9,i41,0.0
841,u9,i42,0.3
842,u9,i43,0.35
843,u9,i44,0.0
844,u9,i45,0.85
845,u9,i46,0.3
846,u9,i47,0.0
847,u9,i48,0.0
848,u9,i49,0.0
849,u9,i50,0.0
850,u9,i51,0.25
851,u9,i52,0.85
852,u9,i53,0.0
853,u9,i54,0.0
854,u9,i55,0.0
855,u9,i56,0.0
856,u9,i57,0.3
857,u9,i58,0.1
858,u9,i59,0.9
859,u9,i60,0.0
860,u9,i61,0.0
861,u9,i62,0.0
862,u9,i63,0.9
863,u9,i64,0.75
864,u9,i65,0.0
865,u9,i66,0.0
866,u9,i67,0.1
867,u9,i68,0.3
868,u9,i69,0.85
869,u9,i70,0.1
870,u9,i71,0.0
871,u9,i72,0.0
872,u9,i73,0.85
873,u9,i74,0.1
874,u9,i75,0.0
875,u9,i76,0.0
876,u9,i77,0.0
877,u9,i78,0.0
878,u9,i79,0.0
879,u9,i80,0.0
880,u9,i81,0.5
881,u9,i82,0.75
882,u9,i83,1.0
883,u9,i84,0.0
884,u9,i85,0.0
885,u9,i86,0.1
886,u9,i87,0.0
887,u9,i88,0.0
888,u9,i89,0.0
889,u9,i90,0.0
890,u9,i91,0.0
891,u9,i92,0.0
892,u9,i93,0.0
893,u9,i94,0.0
894,u9,i95,0.0
895,u9,i96,0.0
896,u9,i97,0.0
897,u9,i98,0.0
898,u9,i99,0.9
899,u9,i100,0.5
900,u10,i1,0.0
901,u10,i2,0.0
902,u10,i3,0.0
903,u10,i4,0.85
904,u10,i5,0.35
905,u10,i6,0.0
906,u10,i7,0.1
907,u10,i8,0.85
908,u10,i9,0.0
909,u10,i10,0.0
910,u10,i11,0.85
911,u10,i12,0.0
912,u10,i13,0.0
913,u10,i14,0.0
914,u10,i15,0.0
915,u10,i16,0.3
916,u10,i17,0.3
917,u10,i18,0.5
918,u10,i19,0.0
919,u10,i20,0.35
920,u10,i21,0.0
921,u10,i22,0.0
922,u10,i23,0.5
923,u10,i24,0.0
924,u10,i25,0.3
925,u10,i26,0.0
926,u10,i27,1.0
927,u10,i28,0.0
928,u10,i29,0.0
929,u10,i30,0.75
930,u10,i31,0.0
931,u10,i32,0.0
932,u10,i33,0.85
933,u10,i34,0.1
934,u10,i35,0.75
935,u10,i36,0.85
936,u10,i37,0.3
937,u10,i38,0.0
938,u10,i39,0.0
939,u10,i40,0.85
940,u10,i41,0.0
941,u10,i42,0.0
942,u10,i43,0.1
943,u10,i44,0.5
944,u10,i45,0.0
945,u10,i46,0.0
946,u10,i47,0.5
947,u10,i48,0.0
948,u10,i49,0.1
949,u10,i50,0.0
950,u10,i51,0.85
951,u10,i52,1.0
952,u10,i53,0.35
953,u10,i54,0.0
954,u10,i55,0.0
955,u10,i56,0.0
956,u10,i57,0.75
957,u10,i58,0.0
958,u10,i59,0.0
959,u10,i60,1.0
960,u10,i61,0.0
961,u10,i62,0.9
962,u10,i63,1.0
963,u10,i64,0.0
964,u10,i65,0.0
965,u10,i66,0.0
966,u10,i67,0.0
967,u10,i68,0.0
968,u10,i69,0.0
969,u10,i70,1.0
970,u10,i71,0.75
971,u10,i72,0.0
972,u10,i73,0.0
973,u10,i74,0.0
974,u10,i75,1.0
975,u10,i76,0.35
976,u10,i77,0.25
977,u10,i78,0.0
978,u10,i79,0.1
979,u10,i80,0.0
980,u10,i81,0.0
981,u10,i82,0.9
982,u10,i83,0.1
983,u10,i84,0.85
984,u10,i85,1.0
985,u10,i86,0.0
986,u10,i87,0.0
987,u10,i88,0.0
988,u10,i89,0.0
989,u10,i90,0.9
990,u10,i91,0.3
991,u10,i92,0.9
992,u10,i93,0.0
993,u10,i94,0.0
994,u10,i95,0.0
995,u10,i96,0.0
996,u10,i97,0.1
997,u10,i98,0.35
998,u10,i99,0.0
999,u10,i100,0.0
1000,u11,i1,0.5
1001,u11,i2,0.0
1002,u11,i3,0.9
1003,u11,i4,0.5
1004,u11,i5,0.0
1005,u11,i6,0.35
1006,u11,i7,0.3
1007,u11,i8,0.1
1008,u11,i9,0.0
1009,u11,i10,0.1
1010,u11,i11,0.0
1011,u11,i12,0.0
1012,u11,i13,0.0
1013,u11,i14,0.85
1014,u11,i15,0.0
1015,u11,i16,0.35
1016,u11,i17,0.5
1017,u11,i18,0.1
1018,u11,i19,0.0
1019,u11,i20,0.0
1020,u11,i21,0.9
1021,u11,i22,0.0
1022,u11,i23,0.0
1023,u11,i24,0.0
1024,u11,i25,0.75
1025,u11,i26,0.75
1026,u11,i27,0.0
1027,u11,i28,0.1
1028,u11,i29,0.35
1029,u11,i30,0.0
1030,u11,i31,0.5
1031,u11,i32,0.25
1032,u11,i33,0.35
1033,u11,i34,0.0
1034,u11,i35,0.5
1035,u11,i36,0.0
1036,u11,i37,0.0
1037,u11,i38,0.0
1038,u11,i39,0.0
1039,u11,i40,0.85
1040,u11,i41,0.1
1041,u11,i42,0.0
1042,u11,i43,0.0
1043,u11,i44,0.3
1044,u11,i45,0.0
1045,u11,i46,0.75
1046,u11,i47,0.25
1047,u11,i48,0.0
1048,u11,i49,0.0
1049,u11,i50,0.0
1050,u11,i51,0.5
1051,u11,i52,0.0
1052,u11,i53,0.0
1053,u11,i54,0.5
1054,u11,i55,0.0
1055,u11,i56,0.0
1056,u11,i57,0.0
1057,u11,i58,0.0
1058,u11,i59,0.0
1059,u11,i60,0.0
1060,u11,i61,0.5
1061,u11,i62,0.0
1062,u11,i63,1.0
1063,u11,i64,0.0
1064,u11,i65,0.0
1065,u11,i66,0.75
1066,u11,i67,0.0
1067,u11,i68,0.1
1068,u11,i69,0.0
1069,u11,i70,0.35
1070,u11,i71,0.0
1071,u11,i72,0.0
1072,u11,i73,0.5
1073,u11,i74,0.0
1074,u11,i75,0.0
1075,u11,i76,0.35
1076,u11,i77,0.0
1077,u11,i78,0.0
1078,u11,i79,0.3
1079,u11,i80,0.1
1080,u11,i81,0.0
1081,u11,i82,0.0
1082,u11,i83,0.3
1083,u11,i84,0.9
1084,u11,i85,0.0
1085,u11,i86,0.3
1086,u11,i87,0.85
1087,u11,i88,0.0
1088,u11,i89,0.5
1089,u11,i90,0.5
1090,u11,i91,0.0
1091,u11,i92,0.0
1092,u11,i93,0.75
1093,u11,i94,0.3
1094,u11,i95,0.0
1095,u11,i96,0.3
1096,u11,i97,0.0
1097,u11,i98,1.0
1098,u11,i99,0.85
1099,u11,i100,0.3
1100,u12,i1,0.0
1101,u12,i2,0.5
1102,u12,i3,0.0
1103,u12,i4,0.0
1104,u12,i5,0.0
1105,u12,i6,0.1
1106,u12,i7,0.0
1107,u12,i8,0.0
1108,u12,i9,0.5
1109,u12,i10,0.0
1110,u12,i11,0.1
1111,u12,i12,0.0
1112,u12,i13,0.0
1113,u12,i14,0.35
1114,u12,i15,0.0
1115,u12,i16,0.1
1116,u12,i17,0.0
1117,u12,i18,0.0
1118,u12,i19,0.0
1119,u12,i20,0.0
1120,u12,i21,0.75
1121,u12,i22,0.0
1122,u12,i23,0.0
1123,u12,i24,0.0
1124,u12,i25,0.5
1125,u12,i26,0.0
1126,u12,i27,0.5
1127,u12,i28,0.0
1128,u12,i29,0.0
1129,u12,i30,0.25
1130,u12,i31,0.35
1131,u12,i32,0.9
1132,u12,i33,0.75
1133,u12,i34,0.3
1134,u12,i35,0.75
1135,u12,i36,0.0
1136,u12,i37,0.5
1137,u12,i38,0.1
1138,u12,i39,0.0
1139,u12,i40,0.1
1140,u12,i41,0.75
1141,u12,i42,0.0
1142,u12,i43,0.0
1143,u12,i44,0.85
1144,u12,i45,0.0
1145,u12,i46,0.0
1146,u12,i47,0.3
1147,u12,i48,0.0
1148,u12,i49,0.0
1149,u12,i50,0.0
1150,u12,i51,0.3
1151,u12,i52,0.0
